received,host,jitter,packet_loss,avgping,minping,time,sent,maxping
1,192.168.123.2,0.000,0,14.059,14.059,11:31:50,1,14.059
1,192.168.123.2,0.000,0,0.142,0.142,11:31:51,1,0.142
1,192.168.123.2,0.000,0,0.035,0.035,11:31:52,1,0.035
1,192.168.123.2,0.000,0,0.036,0.036,11:31:53,1,0.036
1,192.168.123.2,0.000,0,0.040,0.040,11:31:54,1,0.040
1,192.168.123.2,0.000,0,0.032,0.032,11:31:55,1,0.032
1,192.168.123.2,0.000,0,0.034,0.034,11:31:56,1,0.034
1,192.168.123.2,0.000,0,0.043,0.043,11:31:57,1,0.043
1,192.168.123.2,0.000,0,0.032,0.032,11:31:58,1,0.032
1,192.168.123.2,0.000,0,0.033,0.033,11:31:59,1,0.033
1,192.168.123.2,0.000,0,0.034,0.034,11:32:0,1,0.034
1,192.168.123.2,0.000,0,0.033,0.033,11:32:1,1,0.033
1,192.168.123.2,0.000,0,0.033,0.033,11:32:2,1,0.033
1,192.168.123.2,0.000,0,0.034,0.034,11:32:3,1,0.034
1,192.168.123.2,0.000,0,0.034,0.034,11:32:4,1,0.034
1,192.168.123.2,0.000,0,9.887,9.887,11:32:39,1,9.887
1,192.168.123.2,0.000,0,0.231,0.231,11:32:40,1,0.231
1,192.168.123.2,0.000,0,0.042,0.042,11:32:41,1,0.042
1,192.168.123.2,0.000,0,0.036,0.036,11:32:42,1,0.036
1,192.168.123.2,0.000,0,0.034,0.034,11:32:43,1,0.034
1,192.168.123.2,0.000,0,0.033,0.033,11:32:44,1,0.033
1,192.168.123.2,0.000,0,0.034,0.034,11:32:45,1,0.034
1,192.168.123.2,0.000,0,0.033,0.033,11:32:46,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,11:32:47,1,0.032
1,192.168.123.2,0.000,0,0.038,0.038,11:32:48,1,0.038
1,192.168.123.2,0.000,0,0.046,0.046,11:32:49,1,0.046
1,192.168.123.2,0.000,0,0.047,0.047,11:32:50,1,0.047
1,192.168.123.2,0.000,0,0.047,0.047,11:32:51,1,0.047
1,192.168.123.2,0.000,0,0.034,0.034,11:32:52,1,0.034
1,192.168.123.2,0.000,0,0.035,0.035,11:32:53,1,0.035
1,192.168.123.2,0.000,0,0.032,0.032,11:32:54,1,0.032
1,192.168.123.2,0.000,0,0.056,0.056,11:32:55,1,0.056
1,192.168.123.2,0.000,0,0.032,0.032,11:32:56,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,11:32:57,1,0.032
1,192.168.123.2,0.000,0,0.036,0.036,11:32:58,1,0.036
