received,host,jitter,packet_loss,avgping,minping,time,sent,maxping
1,192.168.123.2,0.000,0,0.033,0.033,12:4:27,1,0.033
1,192.168.123.2,0.000,0,0.036,0.036,12:4:28,1,0.036
1,192.168.123.2,0.000,0,0.033,0.033,12:4:29,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:4:30,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:4:31,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:4:32,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:4:33,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:4:34,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:4:35,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:4:36,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:4:37,1,0.031
1,192.168.123.2,0.000,0,0.029,0.029,12:4:38,1,0.029
1,192.168.123.2,0.000,0,0.031,0.031,12:4:39,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:4:40,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:4:41,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:4:42,1,0.030
1,192.168.123.2,0.000,0,0.029,0.029,12:4:43,1,0.029
1,192.168.123.2,0.000,0,0.033,0.033,12:4:44,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:4:45,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:4:46,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:4:47,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:4:48,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:4:49,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:4:50,1,0.031
1,192.168.123.2,0.000,0,0.034,0.034,12:4:51,1,0.034
1,192.168.123.2,0.000,0,0.030,0.030,12:4:52,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:4:53,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:4:54,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:4:55,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:4:56,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:4:57,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:4:58,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:5:0,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:5:1,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:5:2,1,0.032
1,192.168.123.2,0.000,0,0.035,0.035,12:5:3,1,0.035
1,192.168.123.2,0.000,0,0.036,0.036,12:5:4,1,0.036
1,192.168.123.2,0.000,0,0.031,0.031,12:5:5,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:5:6,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:5:7,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:5:8,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:5:9,1,0.032
1,192.168.123.2,0.000,0,0.028,0.028,12:5:10,1,0.028
1,192.168.123.2,0.000,0,0.034,0.034,12:5:11,1,0.034
1,192.168.123.2,0.000,0,0.029,0.029,12:5:12,1,0.029
1,192.168.123.2,0.000,0,0.031,0.031,12:5:13,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:5:14,1,0.032
1,192.168.123.2,0.000,0,0.034,0.034,12:5:15,1,0.034
1,192.168.123.2,0.000,0,0.036,0.036,12:5:16,1,0.036
1,192.168.123.2,0.000,0,0.033,0.033,12:5:17,1,0.033
1,192.168.123.2,0.000,0,0.031,0.031,12:5:18,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:5:19,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:5:20,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:5:21,1,0.033
1,192.168.123.2,0.000,0,0.033,0.033,12:5:22,1,0.033
1,192.168.123.2,0.000,0,0.031,0.031,12:5:23,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:5:24,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:5:25,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:5:26,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:5:27,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:5:28,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:5:29,1,0.031
1,192.168.123.2,0.000,0,0.038,0.038,12:5:30,1,0.038
1,192.168.123.2,0.000,0,0.032,0.032,12:5:31,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:5:32,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:5:33,1,0.030
1,192.168.123.2,0.000,0,0.034,0.034,12:5:34,1,0.034
1,192.168.123.2,0.000,0,0.035,0.035,12:5:35,1,0.035
1,192.168.123.2,0.000,0,0.032,0.032,12:5:36,1,0.032
1,192.168.123.2,0.000,0,0.035,0.035,12:5:37,1,0.035
1,192.168.123.2,0.000,0,0.033,0.033,12:5:38,1,0.033
1,192.168.123.2,0.000,0,0.037,0.037,12:5:39,1,0.037
1,192.168.123.2,0.000,0,0.030,0.030,12:5:40,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:5:41,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:5:42,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:5:43,1,0.033
1,192.168.123.2,0.000,0,0.038,0.038,12:5:44,1,0.038
1,192.168.123.2,0.000,0,0.030,0.030,12:5:45,1,0.030
1,192.168.123.2,0.000,0,0.035,0.035,12:5:46,1,0.035
1,192.168.123.2,0.000,0,0.030,0.030,12:5:47,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:5:48,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:5:49,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:5:50,1,0.030
1,192.168.123.2,0.000,0,0.036,0.036,12:5:51,1,0.036
1,192.168.123.2,0.000,0,0.031,0.031,12:5:52,1,0.031
1,192.168.123.2,0.000,0,0.044,0.044,12:5:53,1,0.044
1,192.168.123.2,0.000,0,0.032,0.032,12:5:54,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:5:55,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:5:56,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:5:57,1,0.030
1,192.168.123.2,0.000,0,0.035,0.035,12:5:58,1,0.035
1,192.168.123.2,0.000,0,0.031,0.031,12:5:59,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:6:0,1,0.031
1,192.168.123.2,0.000,0,0.038,0.038,12:6:1,1,0.038
1,192.168.123.2,0.000,0,0.031,0.031,12:6:2,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:6:3,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:6:4,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:6:5,1,0.030
1,192.168.123.2,0.000,0,0.034,0.034,12:6:6,1,0.034
1,192.168.123.2,0.000,0,0.031,0.031,12:6:7,1,0.031
1,192.168.123.2,0.000,0,0.092,0.092,12:6:8,1,0.092
1,192.168.123.2,0.000,0,0.032,0.032,12:6:9,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:6:10,1,0.030
1,192.168.123.2,0.000,0,0.036,0.036,12:6:11,1,0.036
1,192.168.123.2,0.000,0,0.029,0.029,12:6:12,1,0.029
1,192.168.123.2,0.000,0,0.032,0.032,12:6:13,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:6:14,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:6:15,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:6:16,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:6:17,1,0.032
1,192.168.123.2,0.000,0,0.033,0.033,12:6:18,1,0.033
1,192.168.123.2,0.000,0,0.031,0.031,12:6:19,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:6:20,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:6:21,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:6:22,1,0.032
1,192.168.123.2,0.000,0,0.035,0.035,12:6:23,1,0.035
1,192.168.123.2,0.000,0,0.032,0.032,12:6:24,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:6:25,1,0.031
1,192.168.123.2,0.000,0,0.041,0.041,12:6:26,1,0.041
1,192.168.123.2,0.000,0,0.034,0.034,12:6:27,1,0.034
1,192.168.123.2,0.000,0,0.042,0.042,12:6:28,1,0.042
1,192.168.123.2,0.000,0,0.029,0.029,12:6:29,1,0.029
1,192.168.123.2,0.000,0,0.030,0.030,12:6:30,1,0.030
1,192.168.123.2,0.000,0,0.034,0.034,12:6:32,1,0.034
1,192.168.123.2,0.000,0,0.030,0.030,12:6:33,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:6:34,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:6:35,1,0.030
1,192.168.123.2,0.000,0,0.036,0.036,12:6:36,1,0.036
1,192.168.123.2,0.000,0,0.036,0.036,12:6:37,1,0.036
1,192.168.123.2,0.000,0,0.030,0.030,12:6:38,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:6:39,1,0.033
1,192.168.123.2,0.000,0,0.031,0.031,12:6:40,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:6:41,1,0.031
1,192.168.123.2,0.000,0,0.035,0.035,12:6:42,1,0.035
1,192.168.123.2,0.000,0,0.031,0.031,12:6:43,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:6:44,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:6:45,1,0.030
1,192.168.123.2,0.000,0,0.034,0.034,12:6:46,1,0.034
1,192.168.123.2,0.000,0,0.031,0.031,12:6:47,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:6:48,1,0.033
1,192.168.123.2,0.000,0,0.033,0.033,12:6:49,1,0.033
1,192.168.123.2,0.000,0,0.091,0.091,12:6:50,1,0.091
1,192.168.123.2,0.000,0,0.031,0.031,12:6:51,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:6:52,1,0.033
1,192.168.123.2,0.000,0,0.034,0.034,12:6:53,1,0.034
1,192.168.123.2,0.000,0,0.034,0.034,12:6:54,1,0.034
1,192.168.123.2,0.000,0,0.031,0.031,12:6:55,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:6:56,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:6:57,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:6:58,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:6:59,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:7:0,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:7:1,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:7:2,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:7:3,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:7:4,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:7:5,1,0.030
1,192.168.123.2,0.000,0,0.034,0.034,12:7:6,1,0.034
1,192.168.123.2,0.000,0,0.029,0.029,12:7:7,1,0.029
1,192.168.123.2,0.000,0,0.032,0.032,12:7:8,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:7:9,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:7:10,1,0.033
1,192.168.123.2,0.000,0,0.031,0.031,12:7:11,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:7:12,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:7:13,1,0.032
1,192.168.123.2,0.000,0,0.040,0.040,12:7:14,1,0.040
1,192.168.123.2,0.000,0,0.032,0.032,12:7:15,1,0.032
1,192.168.123.2,0.000,0,0.034,0.034,12:7:16,1,0.034
1,192.168.123.2,0.000,0,0.035,0.035,12:7:17,1,0.035
1,192.168.123.2,0.000,0,0.033,0.033,12:7:18,1,0.033
1,192.168.123.2,0.000,0,0.029,0.029,12:7:19,1,0.029
1,192.168.123.2,0.000,0,0.036,0.036,12:7:20,1,0.036
1,192.168.123.2,0.000,0,0.033,0.033,12:7:21,1,0.033
1,192.168.123.2,0.000,0,0.034,0.034,12:7:22,1,0.034
1,192.168.123.2,0.000,0,0.030,0.030,12:7:23,1,0.030
1,192.168.123.2,0.000,0,0.036,0.036,12:7:24,1,0.036
1,192.168.123.2,0.000,0,0.033,0.033,12:7:25,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:7:26,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:7:27,1,0.031
1,192.168.123.2,0.000,0,0.033,0.033,12:7:28,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:7:29,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:7:30,1,0.031
1,192.168.123.2,0.000,0,0.044,0.044,12:7:31,1,0.044
1,192.168.123.2,0.000,0,0.032,0.032,12:7:32,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:7:33,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:7:34,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:7:35,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:7:36,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:7:37,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:7:38,1,0.032
1,192.168.123.2,0.000,0,0.029,0.029,12:7:39,1,0.029
1,192.168.123.2,0.000,0,0.030,0.030,12:7:40,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:7:41,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:7:42,1,0.032
1,192.168.123.2,0.000,0,0.035,0.035,12:7:43,1,0.035
1,192.168.123.2,0.000,0,0.033,0.033,12:7:44,1,0.033
1,192.168.123.2,0.000,0,0.029,0.029,12:7:45,1,0.029
1,192.168.123.2,0.000,0,0.029,0.029,12:7:46,1,0.029
1,192.168.123.2,0.000,0,0.036,0.036,12:7:47,1,0.036
1,192.168.123.2,0.000,0,0.029,0.029,12:7:48,1,0.029
1,192.168.123.2,0.000,0,0.032,0.032,12:7:49,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:7:50,1,0.032
1,192.168.123.2,0.000,0,0.030,0.030,12:7:51,1,0.030
1,192.168.123.2,0.000,0,0.036,0.036,12:7:52,1,0.036
1,192.168.123.2,0.000,0,0.031,0.031,12:7:53,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:7:54,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:7:55,1,0.031
1,192.168.123.2,0.000,0,0.030,0.030,12:7:56,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:7:57,1,0.033
1,192.168.123.2,0.000,0,0.035,0.035,12:7:58,1,0.035
1,192.168.123.2,0.000,0,0.032,0.032,12:7:59,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:8:0,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:8:1,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:8:2,1,0.031
1,192.168.123.2,0.000,0,0.031,0.031,12:8:3,1,0.031
1,192.168.123.2,0.000,0,0.034,0.034,12:8:5,1,0.034
1,192.168.123.2,0.000,0,0.030,0.030,12:8:6,1,0.030
1,192.168.123.2,0.000,0,0.033,0.033,12:8:7,1,0.033
1,192.168.123.2,0.000,0,0.032,0.032,12:8:8,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:8:9,1,0.032
1,192.168.123.2,0.000,0,0.033,0.033,12:8:10,1,0.033
1,192.168.123.2,0.000,0,0.030,0.030,12:8:11,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:8:12,1,0.030
1,192.168.123.2,0.000,0,0.030,0.030,12:8:13,1,0.030
1,192.168.123.2,0.000,0,0.032,0.032,12:8:14,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:8:15,1,0.032
1,192.168.123.2,0.000,0,0.029,0.029,12:8:16,1,0.029
1,192.168.123.2,0.000,0,0.032,0.032,12:8:17,1,0.032
1,192.168.123.2,0.000,0,0.029,0.029,12:8:18,1,0.029
1,192.168.123.2,0.000,0,0.031,0.031,12:8:19,1,0.031
1,192.168.123.2,0.000,0,0.029,0.029,12:8:20,1,0.029
1,192.168.123.2,0.000,0,0.036,0.036,12:8:21,1,0.036
1,192.168.123.2,0.000,0,0.031,0.031,12:8:22,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:8:23,1,0.032
1,192.168.123.2,0.000,0,0.039,0.039,12:8:24,1,0.039
1,192.168.123.2,0.000,0,0.032,0.032,12:8:25,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:8:26,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:8:27,1,0.032
1,192.168.123.2,0.000,0,0.035,0.035,12:8:28,1,0.035
1,192.168.123.2,0.000,0,0.030,0.030,12:8:29,1,0.030
1,192.168.123.2,0.000,0,0.048,0.048,12:8:30,1,0.048
1,192.168.123.2,0.000,0,0.034,0.034,12:8:31,1,0.034
1,192.168.123.2,0.000,0,0.031,0.031,12:8:32,1,0.031
1,192.168.123.2,0.000,0,0.029,0.029,12:8:33,1,0.029
1,192.168.123.2,0.000,0,0.032,0.032,12:8:34,1,0.032
1,192.168.123.2,0.000,0,0.032,0.032,12:8:35,1,0.032
1,192.168.123.2,0.000,0,0.029,0.029,12:8:36,1,0.029
1,192.168.123.2,0.000,0,0.032,0.032,12:8:37,1,0.032
1,192.168.123.2,0.000,0,0.031,0.031,12:8:38,1,0.031
1,192.168.123.2,0.000,0,0.032,0.032,12:8:39,1,0.032
1,192.168.123.2,0.000,0,0.034,0.034,12:8:40,1,0.034
1,192.168.123.2,0.000,0,0.030,0.030,12:8:41,1,0.030
1,192.168.123.2,0.000,0,0.031,0.031,12:8:42,1,0.031
1,192.168.123.2,0.000,0,0.082,0.082,12:8:43,1,0.082
1,192.168.123.2,0.000,0,0.029,0.029,12:8:44,1,0.029
1,192.168.123.2,0.000,0,0.061,0.061,12:8:45,1,0.061
1,192.168.123.2,0.000,0,0.031,0.031,12:8:46,1,0.031
